.id,.placebo,time_unit,real_y,synth_y,diff,type_text
Japan,0,25,11.663,11.783321795618102,-0.12032179561810175,Japan
Japan,0,26,11.791,11.517200614958016,0.2737993850419844,Japan
Japan,0,27,11.764,11.457812092614661,0.30618790738533797,Japan
Japan,0,28,11.915,11.606419524352729,0.3085804756472701,Japan
Japan,0,29,11.852,11.538247143070965,0.3137528569290353,Japan
Japan,0,30,11.898,11.372579007884722,0.5254209921152775,Japan
Japan,0,31,11.988,11.891554339313915,0.09644566068608462,Japan
Japan,0,32,12.062,12.05522085541472,0.006779144585278729,Japan
Japan,0,33,12.342,12.083647572323851,0.2583524276761491,Japan
Japan,0,34,12.572,12.329798481722758,0.24220151827724123,Japan
Japan,0,35,12.604,12.444589290287997,0.15941070971200233,Japan
Japan,0,36,12.93,12.892200237504728,0.03779976249527195,Japan
Japan,0,37,13.348,13.321291480495084,0.026708519504916595,Japan
Japan,0,38,13.906,13.72279661871865,0.18320338128135027,Japan
Japan,0,39,14.474,14.38662791897567,0.08737208102433058,Japan
Japan,0,40,15.131,15.10179758580037,0.029202414199630766,Japan
Japan,0,41,15.749,15.670021983401977,0.07897801659802361,Japan
Japan,0,42,16.288,16.242955888998317,0.04504411100168326,Japan
Japan,0,43,17.1,16.973072785841993,0.1269272141580089,Japan
Japan,0,44,18.236,18.147927214617095,0.08807278538290575,Japan
Japan,0,45,19.565,19.307479473347275,0.2575205266527263,Japan
Japan,0,46,20.876,20.631062564937864,0.2449374350621376,Japan
Japan,0,47,22.494,22.100634408623794,0.39336559137620597,Japan
Japan,0,48,23.708,23.329644691391707,0.3783553086082918,Japan
Japan,0,49,24.641,24.08381087252116,0.5571891274788392,Japan
Japan,0,50,26.199,25.342942912701464,0.856057087298538,Japan
Japan,0,51,28.19,26.01381530238212,2.176184697617881,Japan
Japan,0,52,30.436,26.806906035465506,3.629093964534494,Japan
Japan,0,53,31.343,27.153625212634648,4.189374787365352,Japan
Japan,0,54,31.012,27.18669496585357,3.8253050341464316,Japan
Japan,0,55,33.209,27.19673033756544,6.012269662434562,Japan
Japan,0,56,35.907,27.356730705021164,8.550269294978833,Japan
Japan,0,57,40.34,27.260755099449504,13.0792449005505,Japan
Japan,0,58,45.643,27.965112314988893,17.677887685011108,Japan
Japan,0,59,51.709,28.559575040231064,23.14942495976894,Japan
Japan,0,60,59.186,29.20902934622739,29.97697065377261,Japan
Japan,0,61,69.191,29.59123893374369,39.59976106625631,Japan
Japan,0,62,75.094,29.876349734563902,45.21765026543609,Japan
Japan,0,63,79.366,29.869938560513624,49.496061439486375,Japan
Japan,0,64,84.388,30.15860352316568,54.229396476834324,Japan
Japan,0,65,89.696,30.908790329566237,58.78720967043376,Japan
Japan,0,66,94.87,31.585855743595562,63.284144256404446,Japan
Japan,0,67,100.509,32.261937346993285,68.24706265300671,Japan
Japan,0,68,104.362,33.19483711876858,71.1671628812314,Japan
Japan,0,69,109.21,33.983010264445895,75.2269897355541,Japan
Japan,0,70,113.403,34.89030081296032,78.51269918703969,Japan
Japan,0,71,111.853,35.87024085834852,75.98275914165148,Japan
Japan,0,72,113.798,37.3784851806271,76.41951481937289,Japan
Japan,0,73,118.01,39.054117818491555,78.95588218150846,Japan
Japan,0,74,123.324,40.95633523490782,82.36766476509217,Japan
Austria,1,25,11.169,10.72569017765006,0.4433098223499403,control units
Austria,1,26,11.801,9.97877379996417,1.8222262000358302,control units
Austria,1,27,10.821,9.766817378586927,1.054182621413073,control units
Austria,1,28,10.332,9.482259487384212,0.8497405126157886,control units
Austria,1,29,9.873,9.257287135978387,0.6157128640216118,control units
Austria,1,30,8.957,9.01176669614139,-0.05476669614138885,control units
Austria,1,31,8.72,9.027749470572783,-0.3077494705727819,control units
Austria,1,32,8.736,9.023284751513609,-0.2872847515136083,control units
Austria,1,33,7.425,9.072739506872445,-1.647739506872445,control units
Austria,1,34,7.52,9.198544990903311,-1.6785449909033119,control units
Austria,1,35,7.788,9.563699865059455,-1.7756998650594547,control units
Austria,1,36,8.657,10.079441049916,-1.4224410499159994,control units
Austria,1,37,9.415,10.696745445283344,-1.2817454452833452,control units
Austria,1,38,10.332,11.559108466574171,-1.2271084665741707,control units
Austria,1,39,11.406,13.144712728428551,-1.7387127284285508,control units
Austria,1,40,12.496,14.933918216694806,-2.437918216694806,control units
Austria,1,41,13.823,15.9613718552559,-2.1383718552558992,control units
Austria,1,42,15.592,18.09350843539902,-2.5015084353990193,control units
