.id,.placebo,time_unit,real_y,synth_y,diff,type_text
Japan,0,25,11.663,11.628059659013598,0.03494034098640242,Japan
Japan,0,26,11.791,10.94167814069596,0.849321859304041,Japan
Japan,0,27,11.764,10.698655608141975,1.0653443918580248,Japan
Japan,0,28,11.915,10.777613774113574,1.1373862258864254,Japan
Japan,0,29,11.852,10.776835600351525,1.0751643996484752,Japan
Japan,0,30,11.898,10.442412103070312,1.4555878969296874,Japan
Japan,0,31,11.988,11.085616214381572,0.9023837856184276,Japan
Japan,0,32,12.062,11.361547199643299,0.7004528003567003,Japan
Japan,0,33,12.342,11.623052266173037,0.7189477338269636,Japan
Japan,0,34,12.572,12.049818874548373,0.5221811254516258,Japan
Japan,0,35,12.604,12.242751718943898,0.36124828105610085,Japan
Japan,0,36,12.93,12.564244148147386,0.3657558518526134,Japan
Japan,0,37,13.348,13.270422072967165,0.07757792703283606,Japan
Japan,0,38,13.906,13.837348467176808,0.0686515328231927,Japan
Japan,0,39,14.474,14.708909991443058,-0.23490999144305746,Japan
Japan,0,40,15.131,15.788493205647201,-0.6574932056472012,Japan
Japan,0,41,15.749,16.63537457656102,-0.8863745765610194,Japan
Japan,0,42,16.288,17.233705609384224,-0.9457056093842233,Japan
Japan,0,43,17.1,18.385903116445636,-1.2859031164456347,Japan
Japan,0,44,18.236,19.457625823592753,-1.2216258235927526,Japan
Japan,0,45,19.565,21.049565366561506,-1.4845653665615046,Japan
Japan,0,46,20.876,22.612307192341362,-1.7363071923413607,Japan
Japan,0,47,22.494,23.976408800309756,-1.4824088003097557,Japan
Japan,0,48,23.708,25.524130118557032,-1.8161301185570338,Japan
Japan,0,49,24.641,26.80872785535597,-2.1677278553559702,Japan
Japan,0,50,26.199,28.971196830678153,-2.7721968306781513,Japan
Japan,0,51,28.19,31.19696388657308,-3.006963886573079,Japan
Japan,0,52,30.436,33.44224952138836,-3.006249521388362,Japan
Japan,0,53,31.343,35.27023190192395,-3.9272319019239497,Japan
Japan,0,54,31.012,37.455554565089,-6.443554565089002,Japan
Japan,0,55,33.209,38.4846632393292,-5.275663239329198,Japan
Japan,0,56,35.907,39.69812084626401,-3.7911208462640147,Japan
Japan,0,57,40.34,41.41149610715262,-1.071496107152619,Japan
Japan,0,58,45.643,44.3573863797383,1.2856136202616995,Japan
Japan,0,59,51.709,46.35632315113989,5.3526768488601135,Japan
Japan,0,60,59.186,48.1696549965712,11.016345003428803,Japan
Japan,0,61,69.191,48.994809516389395,20.196190483610607,Japan
Japan,0,62,75.094,50.28212999822084,24.811870001779155,Japan
Japan,0,63,79.366,51.01519835616673,28.35080164383327,Japan
Japan,0,64,84.388,52.092234550557436,32.29576544944257,Japan
Japan,0,65,89.696,53.549155985380594,36.146844014619404,Japan
Japan,0,66,94.87,55.08259132605219,39.787408673947816,Japan
Japan,0,67,100.509,56.811576205845505,43.697423794154496,Japan
Japan,0,68,104.362,58.68842365792213,45.673576342077865,Japan
Japan,0,69,109.21,59.96151828240727,49.248481717592725,Japan
Japan,0,70,113.403,61.06703094927139,52.335969050728615,Japan
Japan,0,71,111.853,62.600639221037596,49.2523607789624,Japan
Japan,0,72,113.798,65.51375410683097,48.28424589316903,Japan
Japan,0,73,118.01,68.77212985733071,49.237870142669294,Japan
Japan,0,74,123.324,72.18339421872929,51.14060578127071,Japan
Australia,1,25,0.748,6.29632013599358,-5.548320135993579,control units
Australia,1,26,0.931,6.018162800265828,-5.087162800265828,control units
Australia,1,27,0.958,5.94308223867874,-4.98508223867874,control units
Australia,1,28,1.075,5.92866456432791,-4.85366456432791,control units
Australia,1,29,1.23,6.012702753453205,-4.782702753453204,control units
Australia,1,30,1.324,5.8591519251683595,-4.53515192516836,control units
Australia,1,31,1.44,5.179208429118374,-3.739208429118374,control units
Australia,1,32,1.534,5.390634296162526,-3.856634296162526,control units
Australia,1,33,1.407,5.360880707775216,-3.953880707775216,control units
Australia,1,34,1.529,5.259858995989162,-3.730858995989162,control units
Australia,1,35,1.501,5.115173651188853,-3.6141736511888527,control units
Australia,1,36,1.435,4.906430199672857,-3.471430199672857,control units
Australia,1,37,1.44,4.979633167172477,-3.5396331671724774,control units
Australia,1,38,1.479,5.6058736700695775,-4.126873670069577,control units
Australia,1,39,1.557,5.297428923361446,-3.740428923361446,control units
Australia,1,40,1.922,5.181631823397091,-3.2596318233970916,control units
Australia,1,41,2.31,5.048300751880139,-2.7383007518801388,control units
Australia,1,42,2.725,4.9660827151531395,-2.2410827151531394,control units
Australia,1,43,3.147,5.246695240360483,-2.0996952403604836,control units
Australia,1,44,3.379,5.121808431951857,-1.742808431951857,control units
Australia,1,45,3.739,5.116880517417411,-1.3778805174174114,control units
Australia,1,46,4.188,5.036826192402355,-0.8488261924023552,control units
Australia,1,47,4.426,5.319016709486741,-0.8930167094867407,control units
Australia,1,48,4.404,5.525437779693048,-1.1214377796930481,control units
Australia,1,49,4.415,5.705379119311155,-1.2903791193111553,control units
Australia,1,50,4.637,5.772636039265465,-1.1356360392654654,control units
Australia,1,51,5.058,6.148769510797167,-1.090769510797167,control units
Australia,1,52,5.296,6.51453070896756,-1.2185307089675597,control units
Australia,1,53,5.44,6.8112699568306905,-1.37126995683069,control units
Australia,1,54,5.645,6.912775300146312,-1.2677753001463126,control units
Australia,1,55,5.905,6.974866582399157,-1.0698665823991567,control units
Australia,1,56,6.348,7.632644112852702,-1.2846441128527024,control units
Australia,1,57,6.686,8.002533275352613,-1.3165332753526133,control units
Australia,1,58,7.202,8.598620796643752,-1.3966207966437523,control units
Australia,1,59,7.351,8.995008163487793,-1.6440081634877926,control units
Australia,1,60,7.628,9.731907788996715,-2.1039077889967146,control units
Australia,1,61,8.116,10.143919025963376,-2.027919025963376,control units
Australia,1,62,8.476,10.458815348312985,-1.9828153483129842,control units
Australia,1,63,8.697,9.958159359543625,-1.2611593595436261,control units
Australia,1,64,8.952,12.248756679215825,-3.296756679215825,control units
Australia,1,65,9.223,12.609444679709888,-3.3864446797098875,control units
Australia,1,66,9.91,14.012001711473895,-4.1020017114738945,control units
Australia,1,67,10.642,14.942259031196311,-4.300259031196312,control units
Australia,1,68,10.775,15.6126888397785,-4.837688839778499,control units
Australia,1,69,11.179,16.263111997816598,-5.084111997816597,control units
Australia,1,70,12.043,20.58752049631268,-8.544520496312682,control units
Australia,1,71,12.675,19.8099279030089,-7.134927903008901,control units
Australia,1,72,13.062,22.44394222432168,-9.381942224321682,control units
Australia,1,73,13.666,23.781244262478456,-10.115244262478456,control units
Australia,1,74,14.442,25.135473733129146,-10.693473733129146,control units
Austria,1,25,11.169,11.799339835307485,-0.6303398353074847,control units
Austria,1,26,11.801,11.210919999615722,0.5900800003842779,control units
Austria,1,27,10.821,11.01565033746422,-0.19465033746421945,control units
Austria,1,28,10.332,10.332271502732171,-2.715027321702479e-4,control units
Austria,1,29,9.873,9.99599059055323,-0.12299059055323092,control units
Austria,1,30,8.957,9.578857075499693,-0.6218570754996922,control units
Austria,1,31,8.72,9.893301099422079,-1.173301099422078,control units
Austria,1,32,8.736,9.8475819249986,-1.1115819249985996,control units
Austria,1,33,7.425,9.630734964220979,-2.205734964220979,control units
Austria,1,34,7.52,9.629767565469503,-2.109767565469504,control units
Austria,1,35,7.788,10.484358592872155,-2.696358592872155,control units
Austria,1,36,8.657,11.030514546945737,-2.373514546945737,control units
Austria,1,37,9.415,11.978554211273345,-2.5635542112733454,control units
Austria,1,38,10.332,12.783373226734483,-2.451373226734482,control units
Austria,1,39,11.406,14.344057181362162,-2.9380571813621614,control units
Austria,1,40,12.496,15.357206386867825,-2.861206386867824,control units
Austria,1,41,13.823,15.969218048951955,-2.1462180489519547,control units
Austria,1,42,15.592,18.541177964580733,-2.9491779645807323,control units
Austria,1,43,17.709,20.573211937516852,-2.8642119375168527,control units
Austria,1,44,21.263,22.95826823946763,-1.6952682394676266,control units
Austria,1,45,24.202,25.638590977010733,-1.4365909770107308,control units
Austria,1,46,27.014,25.485425537711482,1.5285744622885176,control units
Austria,1,47,30.947,29.046933953820602,1.900066046179397,control units
Austria,1,48,33.538,30.04995709472923,3.488042905270767,control units
Austria,1,49,34.66,33.517871943135425,1.1421280568645713,control units
Austria,1,50,36.208,35.45473615483736,0.7532638451626354,control units
Austria,1,51,37.772,36.9629076492425,0.8090923507574956,control units
Austria,1,52,40.078,38.68136564507499,1.3966343549250126,control units
Austria,1,53,40.884,42.591629032123485,-1.707629032123485,control units
Austria,1,54,39.904,40.432351933243936,-0.5283519332439326,control units
Austria,1,55,40.046,40.65728084076895,-0.6112808407689485,control units
Austria,1,56,40.821,41.70453773004933,-0.8835377300493334,control units
Austria,1,57,41.626,42.68607958458625,-1.060079584586255,control units
Austria,1,58,43.538,43.74454255333924,-0.20654255333924,control units
Austria,1,59,44.343,44.43448749445833,-0.09148749445832749,control units
Austria,1,60,46.271,45.05867317614315,1.2123268238568485,control units
Austria,1,61,49.256,45.46750453995528,3.7884954600447216,control units
Austria,1,62,51.152,45.649037102791105,5.502962897208896,control units
Austria,1,63,51.973,46.992460650529836,4.980539349470163,control units
Austria,1,64,52.337,48.35163657646262,3.985363423537386,control units
Austria,1,65,52.969,50.36989807143634,2.5991019285636625,control units
Austria,1,66,53,51.40880171664339,1.5911982833566114,control units
Austria,1,67,53.774,54.14018699198734,-0.36618699198734106,control units
Austria,1,68,54.864,54.84378865680972,0.020211343190275954,control units
Austria,1,69,56.46,55.53159024471109,0.9284097552889108,control units
Austria,1,70,57.819,61.20183967493823,-3.382839674938225,control units
Austria,1,71,61.152,65.77600446822126,-4.624004468221258,control units
Austria,1,72,66.049,71.9691475185726,-5.920147518572591,control units
Austria,1,73,71.499,78.87271419973023,-7.37371419973023,control units
Austria,1,74,78.482,84.33038672474068,-5.848386724740678,control units
Belgium,1,25,51.887,49.12317630882049,2.7638236911795104,control units
Belgium,1,26,41.657,49.454901937862935,-7.797901937862939,control units
Belgium,1,27,37.592,49.548376360871345,-11.956376360871346,control units
Belgium,1,28,47.135,50.176941543008425,-3.041941543008427,control units
Belgium,1,29,55.449,52.492636748820196,2.956363251179802,control units
Belgium,1,30,49.984,54.37760936336218,-4.393609363362181,control units
Belgium,1,31,48.842,54.12014208245438,-5.27814208245438,control units
Belgium,1,32,49.517,58.26963446169745,-8.752634461697447,control units
Belgium,1,33,49.517,60.36676934571269,-10.849769345712687,control units
Belgium,1,34,49.517,61.52850125688146,-12.01150125688146,control units
Belgium,1,35,59.993,64.20578502341816,-4.2127850234181565,control units
Belgium,1,36,55.94,68.47763112066767,-12.537631120667669,control units
Belgium,1,37,73.244,71.32982820762999,1.9141717923700128,control units
Belgium,1,38,80.957,74.84583413589927,6.111165864100727,control units
Belgium,1,39,88.325,79.24211191897832,9.082888081021679,control units
Belgium,1,40,88.325,84.04652137662362,4.278478623376387,control units
Belgium,1,41,88.325,88.14600027218337,0.1789997278166311,control units
Belgium,1,42,106.427,91.99971778001328,14.427282219986722,control units
Belgium,1,43,113.317,98.03699686410587,15.28000313589412,control units
Belgium,1,44,116.928,103.18425161225288,13.743748387747118,control units
Belgium,1,45,117.8,108.33061647660321,9.469383523396786,control units
Belgium,1,46,119.286,111.51223704039889,7.773762959601115,control units
Belgium,1,47,119.286,114.30757099589127,4.978429004108733,control units
