time_unit,real_y,synth_y,diff
25,11.663,11.546906860419424,0.11609313958057577
26,11.791,10.872179459892077,0.918820540107923
27,11.764,10.633209860097722,1.1307901399022775
28,11.915,10.71675235206217,1.19824764793783
29,11.852,10.730324213487672,1.1216757865123288
30,11.898,10.400933859158744,1.4970661408412553
31,11.988,11.030050272140882,0.957949727859118
32,12.062,11.314044993605663,0.7479550063943368
33,12.342,11.58153773005048,0.7604622699495209
34,12.572,12.0143538868688,0.5576461131311987
35,12.604,12.206222696116305,0.3977773038836947
36,12.93,12.52170423772504,0.40829576227496034
37,13.348,13.243204687867825,0.10479531213217541
38,13.906,13.810897979305794,0.09510202069420615
39,14.474,14.678813550868703,-0.20481355086870323
40,15.131,15.75651292574349,-0.6255129257434895
41,15.749,16.601209898450122,-0.8522098984501216
42,16.288,17.190997366130933,-0.9029973661309327
43,17.1,18.35325481475974,-1.2532548147597389
44,18.236,19.364949005420367,-1.1289490054203668
45,19.565,20.980519984274125,-1.4155199842741233
46,20.876,22.55301900079451,-1.677019000794509
47,22.494,23.92335674726135,-1.4293567472613518
48,23.708,25.49568507184798,-1.7876850718479815
49,24.641,26.77090823119398,-2.1299082311939834
50,26.199,28.97664276332132,-2.7776427633213174
51,28.19,31.32940762035781,-3.139407620357808
52,30.436,33.602369964557774,-3.1663699645577736
53,31.343,35.44600031358459,-4.103000313584591
54,31.012,37.70902738230421,-6.697027382304206
55,33.209,38.72005545308605,-5.511055453086044
56,35.907,39.912263169364344,-4.005263169364348
57,40.34,41.673346336940746,-1.3333463369407426
58,45.643,44.619463902574566,1.0235360974254348
59,51.709,46.60888159247572,5.100118407524285
60,59.186,48.419225345052446,10.766774654947554
61,69.191,49.18981787118642,20.001182128813582
62,75.094,50.49689534865394,24.59710465134605
63,79.366,51.25583565373245,28.110164346267553
64,84.388,52.29350805262422,32.094491947375786
65,89.696,53.731641557735806,35.96435844226419
66,94.87,55.24390332445841,39.626096675541596
67,100.509,56.97465113402951,43.53434886597049
68,104.362,58.848189686058845,45.51381031394115
69,109.21,60.1078171307598,49.102182869240195
70,113.403,61.165950790755126,52.23704920924488
71,111.853,62.710821465160684,49.14217853483931
72,113.798,65.62171850752638,48.17628149247362
73,118.01,68.87460781264744,49.135392187352565
74,123.324,72.2550073750677,51.06899262493229
