time_unit,real_y,synth_y,diff
25,11.663,11.783321821698776,-0.12032182169877537
26,11.791,11.517200615399497,0.2737993846005029
27,11.764,11.45781209727388,0.3061879027261192
28,11.915,11.606419533581747,0.30858046641825254
29,11.852,11.538247146514962,0.31375285348503823
30,11.898,11.37257900603254,0.5254209939674599
31,11.988,11.89155436866213,0.0964456313378701
32,12.062,12.055220898001677,0.006779101998322545
33,12.342,12.083647632189656,0.2583523678103443
34,12.572,12.329798536571337,0.24220146342866222
35,12.604,12.444589338593548,0.15941066140645077
36,12.93,12.892200263714358,0.03779973628564193
37,13.348,13.32129147088386,0.02670852911614041
38,13.906,13.722796587034031,0.18320341296596965
39,14.474,14.386627866984659,0.08737213301534119
40,15.131,15.101797506690263,0.029202493309737676
41,15.749,15.670021901354085,0.07897809864591565
42,16.288,16.242955795506003,0.0450442044939976
43,17.1,16.97307268649481,0.12692731350519182
44,18.236,18.147927136774445,0.08807286322555541
45,19.565,19.30747943952243,0.25752056047756966
46,20.876,20.631062611292705,0.24493738870729587
47,22.494,22.100634539760183,0.3933654602398171
48,23.708,23.329644908842617,0.3783550911573812
49,24.641,24.083811133515063,0.5571888664849354
50,26.199,25.34294327150537,0.8560567284946323
51,28.19,26.013815735889683,2.1761842641103186
52,30.436,26.80690654853567,3.6290934514643283
53,31.343,27.15362578104362,4.189374218956381
54,31.012,27.18669560101892,3.825304398981082
55,33.209,27.196731007391314,6.012268992608689
56,35.907,27.356731375606525,8.550268624393471
57,40.34,27.26075574433739,13.079244255662612
58,45.643,27.96511297560605,17.67788702439395
59,51.709,28.55957571454064,23.149424285459364
60,59.186,29.209030064560153,29.976969935439847
61,69.191,29.59123967878116,39.59976032121884
62,75.094,29.876350485407553,45.21764951459244
63,79.366,29.869939316101146,49.496060683898854
64,84.388,30.158604298625985,54.22939570137402
65,89.696,30.908791138452955,58.78720886154704
66,94.87,31.58585660288567,63.284143397114335
67,100.509,32.26193816327035,68.24706183672964
68,104.362,33.1948379154985,71.16716208450148
69,109.21,33.9830110386485,75.2269889613515
70,113.403,34.89030159236091,78.51269840763909
71,111.853,35.87024159135625,75.98275840864375
72,113.798,37.3784858464614,76.4195141535386
73,118.01,39.05411838962889,78.95588161037111
74,123.324,40.9563357565889,82.3676642434111
